NOMREG;NOMDEP;FERME;ANNREOUV;NOM DU MUSEE;ADR;CP;VILLE;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE
LORRAINE;MEUSE;NON;;Musée de la Princerie;16, Rue de la Belle Vierge;55100;VERDUN;www.ville-verdun.fr;;13-18
LORRAINE;MOSELLE;OUI;2016;Musée Départemental de la Guerre de 70;Rue de Metz;57130;GRAVELOTTE;;24/12,25/12;sept-18
LORRAINE;MOSELLE;NON;;Musée Départemental du Sel;Porte de France;57630;MARSAL;Site du conseil général - www.cg57.fr;01/11-01/04;10-12,14-18
LORRAINE;MOSELLE;NON;;Maison du Verre et du Cristal;Place Robert Schumann;57960;MEISENTHAL;http://www.musee-verre.webmuseo.com/;01/11-01/04;10-12:30,13:30-18
LORRAINE;MOSELLE;NON;;Musées de la Cour d'Or;2, Rue du Haut Poirier;57000;METZ;musees.metzmetropole.fr;;10-12:30,13:30-18
LORRAINE;MOSELLE;NON;;Centre Pompidou de Metz;1, Parvis des Droits-de-l'Homme CS 90490;57020;METZ Cedex 1;www.centrepompidou-metz.fr;11/11,01/12-01/04;9-12,14-17
LORRAINE;MOSELLE;NON;;Musée des Mines de fer de Lorraine;Lieu dit Haméviller;57700;NEUFCHEF;www.musee.desminesdefer-lorraine.com;01/01,01/04,25/12;sept-18
LORRAINE;MOSELLE;NON;;Musée de la Mine - Carreau Wendel;Parc Explor Wendel;57540;PETITE-ROSSELLE;www.la-mine.fr;;9-12,14-17
LORRAINE;MOSELLE;NON;;Musée Militaire et Erckmann-Chatrian;Hôtel de Ville Place d’Armes;57370;PHALSBOURG;www.phalsbourg.fr/La_culture__les_loisirs/Le_Musee;01/01,01/04,25/12;sept-18
LORRAINE;MOSELLE;NON;;Musée du Pays de Sarrebourg;Rue de la Paix;57400;SARREBOURG;www.musee-du-pays-de-sarrebourg.com;;10-12,14-18
LORRAINE;MOSELLE;NON;;Jardin d'Hiver, Musée de La Faïence;15-17, Rue Poincaré;57200;SARREGUEMINES;www.sarreguemines-museum.com;01/11-01/04;9-12,14-17
LORRAINE;MOSELLE;NON;;Moulin de la Blies - Musée des Techniques Faïencières;125, Avenue de la Blies;57200;SARREGUEMINES;www.sarreguemines-museum.com;;
LORRAINE;MOSELLE;NON;;La Tour aux Puces - Musée du Pays Thionvillois;Cour du Château B.P. 30352;57125;THIONVILLE Cedex;www.tourauxpuces.com;24/12,25/12,11/11;10-12:30,13:30-18
LORRAINE;MOSELLE;NON;;Musée Départemental Georges de la Tour;Hôtel de la Monnaie Rue Vignon;57630;VIC-SUR-SEILLE;www.cg57.fr/culture/1-8-delatour.asp;;10-12:30,13:30-18
LORRAINE;VOSGES;NON;;Musée de l'Image;42 quai de Dogneville;88000;EPINAL;www.museedelimage.fr;24/12,25/12,11/11;10-12,14-18
LORRAINE;VOSGES;NON;;Musée Départemental d'Art Ancien et Contemporain;1, Place Lagarde B.P. 436;88011;EPINAL Cedex;Site du conseil général - www.vosges.fr;;10-12:30,13:30-18
LORRAINE;VOSGES;NON;;Musée de la Lutherie;B.P. 189;88507;MIRECOURT CEDEX;www.musee-lutherie-mirecourt.fr;;
LORRAINE;VOSGES;NON;;Musée Louis Français;30, Avenue Louis Français;88370;PLOMBIERES-LES-BAINS;site de la ville;01/11-01/04;10-12,14-18
LORRAINE;VOSGES;NON;;Musée Charles de Bruyères;70, Rue Charles de Gaulle;88200;REMIREMONT;www.remiremont.fr/culture/musees.php;;10-12:30,13:30-18
LORRAINE;VOSGES;NON;;Musée Charles Friry;12, Rue du Général Humbert;88200;REMIREMONT;www.remiremont.fr/culture/musees.php;24/12,25/12;9-12,14-17
LORRAINE;VOSGES;NON;;Musée Pierre Noël - Musée de la Vie dans les Hautes-Vosges;11, rue Saint-Charles;88100;SAINT-DIE-DES-VOSGES;Site de la ville - www.ville-saintdie.fr;;9-12,14-17
MARTINIQUE;MARTINIQUE;NON;;Musée Départemental d'Archéologie Précolombienne et de Préhistoire de la Martinique;9, rue de la Liberté;97200;FORT-DE-FRANCE;www.cg972.fr/mdap;01/01,01/04,25/12;10-12,14-18
MARTINIQUE;MARTINIQUE;NON;;Musée Régional d'Histoire et d'Ethnologie;10, Boulevard du Général de Gaulle;97200;FORT-DE-FRANCE - MARTINIQUE-;http://www.cr-martinique.fr/francais/institution/serv-region/musees/histoire_ethno.htm;;13-18
MARTINIQUE;MARTINIQUE;OUI;;Muséum d'Histoire Naturelle;B.P. 4030;97254;FORT-DE-FRANCE TERRE-SAINVILLE Cedex;;;
MARTINIQUE;MARTINIQUE;NON;;Musée de La Canne;Quartier Vatable;97229;LES TROIS ILETS;http://www.zananas-martinique.com/martinique-patrimoine/maison-de-la-canne.html;;sept-18
MARTINIQUE;MARTINIQUE;NON;;Ecomusée de la Martinique;Anse Figuier;97211;RIVIERE-PILOTE;/www.cr-martinique.fr/francais/institution/serv-region/musees/ecomusee.htm;01/01,01/04,25/12;
MARTINIQUE;MARTINIQUE;NON;;Musée Volcanologique Franck Arnold Perret;Rue Victor Hugo;97250;SAINT-PIERRE;http://www.saintpierre-martinique.fr;;13-18
MIDI-PYRENEES;ARIEGE;NON;;Musée Départemental de l'Ariège;Rue du Rocher;9000;FOIX;www.sesta.fr ou www.ariege.com/chateaufoix/index.html;01/01,01/04,25/12;13-18
MIDI-PYRENEES;ARIEGE;NON;;Musée du Textile et du Peigne en Corne;65, Rue Jean Jaurès;9300;LAVELANET;www.paysdolmes.org - www.geocities.com/amtpc2000;01/11-01/04;10-12,14-18
MIDI-PYRENEES;ARIEGE;NON;;Musée de la Préhistoire;Place de l'Eglise;9290;LE MAS D'AZIL;www.grotte-masdazil.com;;sept-18
MIDI-PYRENEES;ARIEGE;NON;;Musée de la Forge;Route de Paris;9330;MONTGAILHARD;www.sesta.fr;;
MIDI-PYRENEES;ARIEGE;NON;;Musée d'Archéologie;32, Village;9300;MONTSEGUR;Site de la ville : www.citaenet.com/montsegur;;13-18
MIDI-PYRENEES;ARIEGE;NON;;Musée du Palais des Evêques;Route de Montjoie;9190;SAINT-LIZIER;Site du Service d'exploitation des sites touristiques de l'Ariège - www.sesta.fr ou www.grands-sites-ariege.fr;24/12,25/12,11/11;sept-18
MIDI-PYRENEES;AVEYRON;NON;;Musée Régional de Géologie Pierre Vetter;Avenue Paul Ramadier;12300;DECAZEVILLE;www.decazeville.fr ou www.musees-midi-pyrenees.fr;11/11,01/12-01/04;10-12,14-18
MIDI-PYRENEES;AVEYRON;NON;;Musée Joseph Vaylet;Ancienne église St. Jean Baptiste 35, rue Droite;12500;ESPALION;www.tourisme-espalion.fr - http://www.museeduscaphandre.com;;10-12,14-18
MIDI-PYRENEES;AVEYRON;NON;;Musée des Mœurs et Coutumes, Musée du Rouergue;Place Frontin;12500;ESPALION;www.aveyron-culture.com;;10-12:30,13:30-18
MIDI-PYRENEES;AVEYRON;NON;;Musée Municipal de Millau;Hôtel de Pégayolles Place du Maréchal Foch;12100;MILLAU;www.millauculture.fr ou www.ot-millau.fr;11/11,01/12-01/04;10-12,14-18
MIDI-PYRENEES;AVEYRON;NON;;Musée Fenaille;14, Place Eugène Raynaldy;12000;RODEZ;www.musee-fenaille.com ou www.grandrodez.com;;
MIDI-PYRENEES;AVEYRON;NON;;Musée des Beaux-Arts Denys Puech;Place Georges Clemenceau;12000;RODEZ;Site de la mairie;24/12,25/12;
MIDI-PYRENEES;AVEYRON;OUI;2018;Musée Soulages;Communauté d'agglomération du Grand Rodez 1, Place Adrien-Rozier - B.P. 531;12005;RODEZ Cedex;www.grand-rodez.com ou http://musee-soulages.grand-rodez.com/;11/11,01/12-01/04;10-12:30,13:30-18
MIDI-PYRENEES;AVEYRON;OUI;;Musée Municipal d'archéologie;Rue Saint-Pierre;12250;ROQUEFORT-SUR-SOULZON;;01/11-01/04;10-12,14-18
MIDI-PYRENEES;AVEYRON;NON;;Musée des Arts et Métiers;;12330;SALLES-LA-SOURCE;www.cg12.fr;;13-18
MIDI-PYRENEES;AVEYRON;NON;;Musée du Charroi Rural et de l'Artisanat Traditionnel;Ancienne Eglise Saint-Firmin;12120;SALMIECH;www.aveyron-culture.com;24/12,25/12,11/11;
MIDI-PYRENEES;AVEYRON;NON;;Musée Municipal Urbain Cabrol;Place de la Fontaine;12200;VILLEFRANCHE-DE-ROUERGUE;www.villefranchederouergue.fr;11/11,01/12-01/04;
MIDI-PYRENEES;GERS;NON;;Musée des Jacobins;4, Place Louis Blanc;32000;AUCH;www.musee-jacobins.auch.fr www.auch-tourisme.com ou site de la mairie;;sept-18
MIDI-PYRENEES;GERS;NON;;Musée de l'Armagnac;2, Rue Jules Ferry;32100;CONDOM;site du département : www.gers-gascogne.com;;
MIDI-PYRENEES;GERS;NON;;Musée Archéologique;Place de la République;32180;EAUZE;site du département : www.gers-gascogne.com ou site de la mairie;24/12,25/12,11/11;13-18
MIDI-PYRENEES;GERS;NON;;Musée Campanaire;Place de l'Hôtel de ville;32600;L'ISLE JOURDAIN;site du département : www.gers-gascogne.com;;sept-18
MIDI-PYRENEES;GERS;NON;;Musée d'Archéologie;Place du Général de Gaulle Hôtel de Ville;32700;LECTOURE;site du département : www.gers-gascogne.com;;10-12,14-18
MIDI-PYRENEES;GERS;NON;;Musée Joseph Abeilhe;Mairie de Marciac 19, Place de l'Hôtel de Ville;32230;MARCIAC;Site de la région : www.musees-midi-pyrenees.fr;;10-12,14-18
MIDI-PYRENEES;GERS;NON;;Musée des Beaux-Arts et des Arts Décoratifs;13, rue de l'Evêché;32300;MIRANDE;site du département : www.gers-gascogne.com;;
MIDI-PYRENEES;HAUTE-GARONNE;OUI;2016;Musée de Préhistoire;;31420;AURIGNAC;www.aurignacien.com;24/12,25/12;9-12,14-17
MIDI-PYRENEES;HAUTE-GARONNE;NON;;Musée du Pays de Luchon;18, Allée d'Etigny;31110;BAGNERES-DE-LUCHON;www.luchon.com ou www.mairies-luchon.fr -www.musees-midi-pyrenees.fr;;9-12,14-17
MIDI-PYRENEES;HAUTE-GARONNE;NON;;Musée Municipal;Place Henri Dulion;31220;MARTRES-TOLOSANE;www.tourisme-martres-tolosane.fr;24/12,25/12;10-12,14-18
MIDI-PYRENEES;HAUTE-GARONNE;OUI;;Musée Archéologique Départemental;Bâtiment de l'Ancienne Gendarmerie;31510;SAINT-BERTRAND-DE-COMMINGES;http://www.musees-midi-pyrenees.fr/musees/musee-archeologique-departemental;01/11-01/04;13-18
MIDI-PYRENEES;HAUTE-GARONNE;OUI;;Musée Municipal d'Art et d'Histoire;6, place de Mas Saint Pierre;31800;SAINT-GAUDENS;www.mairiestgaudens.fr;;
MIDI-PYRENEES;HAUTE-GARONNE;NON;;Musée Paul Dupuy;13, Rue de la Pléau;31000;TOULOUSE;;;10-12,14-18
MIDI-PYRENEES;HAUTE-GARONNE;NON;;Musée Georges Labit;17, rue du Japon;31400;TOULOUSE;;24/12,25/12;
MIDI-PYRENEES;HAUTE-GARONNE;NON;;Musée du Vieux Toulouse;Hôtel Dumay 7, Rue du May;31000;TOULOUSE;En projet;;9-12,14-17
MIDI-PYRENEES;HAUTE-GARONNE;OUI;;Musée des Transports et des Communications;93, avenue Jules Julien;31400;TOULOUSE;http://asptuit.free.fr;11/11,01/12-01/04;10-12,14-18
MIDI-PYRENEES;HAUTE-GARONNE;NON;;Muséum d'Histoire Naturelle;35, allées Jules Guesde;31000;TOULOUSE;www.museum.toulouse.fr;01/01,01/04,25/12;9-12,14-17
MIDI-PYRENEES;HAUTE-GARONNE;NON;;Musée Saint-Raymond;Place Saint Sernin;31000;TOULOUSE;www.SaintRaymond.toulouse.fr;24/12,25/12;13-18
MIDI-PYRENEES;HAUTE-GARONNE;NON;;Musée des Augustins;21, rue de Metz;31000;TOULOUSE;www.augustins.org;01/01,01/04,25/12;
MIDI-PYRENEES;HAUTE-GARONNE;NON;;Les Abattoirs, Musée d'Art Moderne et Contemporain;76, allées Charles-de-Fitte;31300;TOULOUSE;www.lesabattoirs.org;;9-12,14-17
MIDI-PYRENEES;HAUTES-PYRENEES;OUI;;Musée Bigourdan du Vieux Moulin;Rue Hount-Blanque;65200;BAGNERES-DE-BIGORRE;;01/01,01/04,25/12;13-18
MIDI-PYRENEES;HAUTES-PYRENEES;NON;;Musée Salies;Place des Thermes;65200;BAGNERES-DE-BIGORRE;;;10-12,14-18
MIDI-PYRENEES;HAUTES-PYRENEES;NON;;Muséum d'Histoire Naturelle;7, Place des Thermes de Salut;65200;BAGNERES-DE-BIGORRE;;01/11-01/04;
MIDI-PYRENEES;HAUTES-PYRENEES;NON;;Musée Pyrénéen;Château fort;65100;LOURDES;www.chateaufort-lourdes.fr ou site de la ville - http://www.lourdes-visite.com/;11/11,01/12-01/04;9-12,14-17
MIDI-PYRENEES;HAUTES-PYRENEES;NON;;Musée Municipal;Presbytère;65120;LUZ-SAINT-SAUVEUR;;;10-12:30,13:30-18
MIDI-PYRENEES;HAUTES-PYRENEES;NON;;Musée-château Gaston Phébus;Château-Fort de Mauvezin;65130;MAUVEZIN;www.chateaudemauvezin.com;;
MIDI-PYRENEES;HAUTES-PYRENEES;NON;;Musée Massey;Jardin Massey;65000;TARBES;http://www.tarbes.fr/gp/Le-musee-Massey/107/0;;10-12,14-18
MIDI-PYRENEES;LOT;NON;;Musée de Préhistoire de Cabrerets;Centre de Préhistoire du Pech Merle Mairie;46330;CABRERETS;www.pechmerle.com;;10-12,14-18
MIDI-PYRENEES;LOT;NON;;Musée Henri Martin;792, Rue Emile Zola;46000;CAHORS;www.mairie-cahors.fr/musee;;9-12,14-17
MIDI-PYRENEES;LOT;NON;;Musée Champollion - Les Ecriture du Monde;4, Rue des Frères Champollion;46100;FIGEAC;www.musee-champollion.fr et site de la ville;01/01,01/04,25/12;
MIDI-PYRENEES;LOT;NON;;Musée d'Histoire de Figeac;Hôtel de la Monnaie Place Vival - BP. 10060;46102;FIGEAC Cedex;www.tourisme-figeac.com;;9-12,14-17
MIDI-PYRENEES;LOT;NON;;Musée Murat;Place de Tolentino;46240;LABASTIDE MURAT;site de l'association des amis du musée;;
MIDI-PYRENEES;LOT;NON;;"Musée Archéologique ""Armand-Viré""";Rue de la Ville;46140;LUZECH;http://www.ville-luzech.fr/musee-archeologique-armand-vire-luzech;;sept-18
MIDI-PYRENEES;LOT;NON;;Musée Gallo-Romain d'Uxellodunum;Palais de la Raymondie Place des Consuls;46600;MARTEL;;;10-12:30,13:30-18
MIDI-PYRENEES;LOT;OUI;;Musée d'Art Sacré;Parvis des Sanctuaires;46500;ROCAMADOUR;;;9-12,14-17
MIDI-PYRENEES;LOT;NON;;Musée Départemental de Cuzals;;46330;SAULIAC-SUR-CELE;www.museeduquercy.com;01/01,01/04,25/12;sept-18
MIDI-PYRENEES;LOT;NON;;Musée de l'Automate;Place de l'Abbaye;46200;SOUILLAC;www.musee-automate.fr;;10-12,14-18
MIDI-PYRENEES;LOT;NON;;Musée Municipal;Mairie;46110;VAYRAC;http://www.vayrac.fr/uxellodunum.php?lg=fr;;
MIDI-PYRENEES;TARN;NON;;Musée Toulouse Lautrec;Palais de la Berbie B.P. 100;81003;ALBI Cedex;www.musee-toulouse-lautrec.com;01/11-01/04;10-12:30,13:30-18
MIDI-PYRENEES;TARN;NON;;Musée Eugénie et Maurice Guérin;Château de Cayla;81140;ANDILLAC;http://musee-cayla.tarn.fr ou www.littérature-lieux.com;24/12,25/12;13-18
MIDI-PYRENEES;TARN;NON;;Musée Jean Jaurès;2, Place Pélisson;81100;CASTRES;www.ville-castres.fr ou www.musees-midi-pyrenees.fr/musees/centre-national-et-musee-jean-jaures/;;13-18
MIDI-PYRENEES;TARN;NON;;Musée Goya;Hôtel de Ville B.P. 10406;81108;CASTRES Cedex;www.ville-castres.fr;01/01,01/04,25/12;10-12,14-18
MIDI-PYRENEES;TARN;OUI;;Musée Charles Portal - Histoire et Patrimoine;Porte des Ormeaux 1, Rue Saint-Michel;81170;CORDES-SUR-CIEL;http://savieuxcordes.canalblog.com ou http://musee-charles-portal.asso-web.com;;10-12:30,13:30-18
MIDI-PYRENEES;TARN;NON;;Musée du protestantisme en Haut-Languedoc;"""La Ramade""";81260;FERRIERES;www.mpehl.org et www.musees-midi-pyrenees.fr;;10-12,14-18
MIDI-PYRENEES;TARN;NON;;Musée des Beaux-Arts;Avenue Dom-Vayssette;81600;GAILLAC;Site de la ville www.ville-gaillac.fr;;10-12:30,13:30-18
MIDI-PYRENEES;TARN;NON;;Musée de l'Abbaye Saint-Michel;Place Saint-Michel;81600;GAILLAC;site de la ville;24/12,25/12,11/11;9-12,14-17
MIDI-PYRENEES;TARN;NON;;Muséum d'histoire naturelle Philadelphe Thomas;Place Philadelphe Thomas;81600;GAILLAC;Site de la ville :  www.ville-gaillac.fr;11/11,01/12-01/04;
MIDI-PYRENEES;TARN;NON;;Musée Départemental du Textile;Rue de la Rive;81270;LA-BASTIDE-ROUAIROUX;http://musee-textile.tarn.fr;;9-12,14-17
MIDI-PYRENEES;TARN;OUI;;Musée du Pays Vaurais;1, rue Jouxaygues;81500;LAVAUR Cedex;www.musees-midi-pyrenees.fr/musees/musee-du-pays-vaurais;01/11-01/04;13-18
MIDI-PYRENEES;TARN;NON;;Musée Raymond Lafage;10, Rue Victor Mazies;81310;LISLE-SUR-TARN;www.ville-lisle-sur-tarn.fr - http://musee.lislesurtarn.over-blog.fr/;24/12,25/12,11/11;
MIDI-PYRENEES;TARN;NON;;Musée du Pays Rabastinois;Mairie de Rabastens 2, Rue Amédée Clausade;81800;RABASTENS;Site de la région : www.musees-midi-pyrenees.fr/musees/musee-du-pays-rabastinois;11/11,01/12-01/04;10-12:30,13:30-18
MIDI-PYRENEES;TARN-ET-GARONNE;NON;;Musée du Vieil Auvillar;Mairie Place de la Halle;82340;AUVILLAR;www.auvillar.com;11/11,01/12-01/04;10-12:30,13:30-18
MIDI-PYRENEES;TARN-ET-GARONNE;NON;;Musée Théodore Calbet;15, Rue Jean de Comère;82170;GRISOLLES;www.museecalbet.com;;sept-18
MIDI-PYRENEES;TARN-ET-GARONNE;NON;;Musée des arts et traditions populaires;4, Rue de l'Abbaye;82200;MOISSAC;;;9-12,14-17
MIDI-PYRENEES;TARN-ET-GARONNE;NON;;Musée d'Histoire Naturelle Victor Brun;2, Place Antoine Bourdelle;82000;MONTAUBAN;http://www.montauban.com/;;9-12,14-17
MIDI-PYRENEES;TARN-ET-GARONNE;NON;;Musée Ingres;BP 752;82013;MONTAUBAN Cedex;www.montauban.com;;9-12,14-17
MIDI-PYRENEES;TARN-ET-GARONNE;NON;;Musée de Préhistoire;Hôtel de Ville Place de la Mairie;82140;SAINT-ANTONIN-NOBLE-VAL;Site de la ville : www.saint-antonin-noble-val.com;;9-12,14-17
NORD-PAS-DE-CALAIS;NORD;OUI;;Musée Théophile Jouglet;215, Avenue Anatole-France;59410;ANZIN;site de la ville ou www.mediatheque-anzin.fr;11/11,01/12-01/04;10-12,14-18
NORD-PAS-DE-CALAIS;NORD;OUI;;Musée d'Histoire et d'Archéologie;BP 90;59440;AVESNES-SUR-HELPE;http://www.annuaire-mairie.fr/musee-de-la-societe-archeologique-d-avesnes-sur-helpe.html#musee;;13-18
NORD-PAS-DE-CALAIS;NORD;NON;;Musée Benoît de Puydt;24, Rue du Musée;59270;BAILLEUL;;01/01,01/04,25/12;
NORD-PAS-DE-CALAIS;NORD;NON;;Forum Antique de Bavay, Musée Archéologique du Département du Nord;Allée Chanoine Henri Biévelet;59570;BAVAY;Site du conseil général : www.cg59.fr;;9-12,14-17
NORD-PAS-DE-CALAIS;NORD;NON;;Musée du Mont-de-Piété;1, Rue du Mont-de-Piété;59380;BERGUES;www.musee-bergues.fr;01/11-01/04;sept-18
NORD-PAS-DE-CALAIS;NORD;NON;;Musée de l'Ostrevant;192, rue Edouard Lalo;59111;BOUCHAIN;http://museedostrevant.canalblog.com/;;
NORD-PAS-DE-CALAIS;NORD;NON;;Musée Municipal de Cambrai;15, Rue de l'Epée;59400;CAMBRAI;www.villedecambrai.com/culture/musee.html;;10-12:30,13:30-18
NORD-PAS-DE-CALAIS;NORD;OUI;;Musée Diocésain d'Art Sacré;Service de la conservation du patrimoine culturel 11, Rue du Grand Séminaire - B.P. 149;59403;CAMBRAI Cedex;www.liturgiecatholique.fr/Musee-diocesain-d-Art-Sacre-du.html ou http://archives.cathocambrai.com/;;9-12,14-17
NORD-PAS-DE-CALAIS;NORD;NON;;Musée Départemental de Flandre;26 Grand Place  B.P. 38;59670;CASSEL;http://museedeflandre.lenord.fr/fr/Accueil.aspx;11/11,01/12-01/04;13-18
NORD-PAS-DE-CALAIS;NORD;NON;;Musée d'Archéologie et d'Histoire Locale;9, Place Wilson;59220;DENAIN;Site de la ville - www.ville-denain.fr;;9-12,14-17
NORD-PAS-DE-CALAIS;NORD;NON;;Musée de la Chartreuse;130, Rue des Chartreux;59500;DOUAI;www.museedelachartreuse.fr/;;10-12,14-18
NORD-PAS-DE-CALAIS;NORD;NON;;Musée Portuaire;Entrepôt des Tabacs 9, Quai de la Citadelle;59140;DUNKERQUE;www.museeportuaire.fr;;sept-18
NORD-PAS-DE-CALAIS;NORD;NON;;Lieu d'Art et Action Contemporaine de Dunkerque - LAAC;Jardin des Sculptures Avenue de Bains;59140;DUNKERQUE;http://www.muséesdunkerque.wb.st;;13-18
NORD-PAS-DE-CALAIS;NORD;NON;;Musée des Beaux-Arts;Place du Général de Gaulle B.P. 4212;59378;DUNKERQUE CEDEX;http://www.musenor.com/gm/dunker1.htm;11/11,01/12-01/04;10-12,14-18
NORD-PAS-DE-CALAIS;NORD;NON;;Musée Municipal d'Escaudain;Rue Paul Bert;59124;ESCAUDAIN;http//clec.free.fr;24/12,25/12,11/11;
NORD-PAS-DE-CALAIS;NORD;NON;;Ecomusée de la Région;Place Maria Blondeau B.P. 65;59612;FOURMIES CEDEX;www.ecomusee-avesnois.fr;;9-12,14-17
NORD-PAS-DE-CALAIS;NORD;NON;;Musée du Dessin et de l'Estampe Originale;Château Arsenal Place Charles Valentin;59820;GRAVELINES;www.ville-gravelines.fr;11/11,01/12-01/04;
NORD-PAS-DE-CALAIS;NORD;NON;;Musée Municipal;Ancien Couvent des Augustins Place Georges Degroote;59190;HAZEBROUCK;site de la ville;;
NORD-PAS-DE-CALAIS;NORD;NON;;Musée Départemental Matisse;Palais Fénelon;59360;LE CATEAU-CAMBRESIS;www.cg59.fr ou www.tourisme-lecateau.fr/museematisse;;10-12,14-18
NORD-PAS-DE-CALAIS;NORD;NON;;Musée de la Mine - Centre Historique Minier;Fosse Delloye B.P. 39;59287;LEWARDE;www.chm-lewarde.com;01/01,01/04,25/12;sept-18
NORD-PAS-DE-CALAIS;NORD;NON;;Musée de l'Hospice Comtesse;32, Rue de la Monnaie;59800;LILLE;www.mairie-lille.fr;11/11,01/12-01/04;13-18
NORD-PAS-DE-CALAIS;NORD;NON;;Musée d'Histoire Naturelle et de Géologie;19, rue de Bruxelles;59000;LILLE;www.mairie-lille.fr;24/12,25/12;13-18
NORD-PAS-DE-CALAIS;NORD;NON;;Palais des Beaux-Arts de Lille;18, bis rue de Valmy;59000;LILLE;www.pba-lille.fr ou site de la mairie http://www.mairie-lille.fr;;10-12:30,13:30-18
NORD-PAS-DE-CALAIS;NORD;NON;;Musée d'Histoire Locale de Marchiennes;Rue Corbineau;59870;MARCHIENNES;www.ot-marchiennes.fr;11/11,01/12-01/04;sept-18
NORD-PAS-DE-CALAIS;NORD;OUI;;Musée Henri Boez;Hôtel de ville BP 269;59607;MAUBEUGE Cedex;www.musenor.com;01/01,01/04,25/12;sept-18
NORD-PAS-DE-CALAIS;NORD;NON;;La Piscine - Musée d'Art et d'Industrie André Diligent;24, rue des Champs;59100;ROUBAIX;www.roubaix-lapiscine.com;;13-18
NORD-PAS-DE-CALAIS;NORD;NON;;Musée Municipal;Tour Abbatiale Grand- Place;59230;SAINT-AMAND-LES-EAUX;Site de la ville;24/12,25/12,11/11;sept-18
NORD-PAS-DE-CALAIS;NORD;NON;;Musée-Atelier du Verre;1, Rue du général de Gaulle B.P. 2;59216;SARS-POTERIES;site du département - www.nordmag.com;11/11,01/12-01/04;10-12,14-18
NORD-PAS-DE-CALAIS;NORD;NON;;MUba Eugène Leroy/Tourcoing;2, Rue Paul Doumer;59200;TOURCOING;www.muba-tourcoing.fr/;01/11-01/04;
NORD-PAS-DE-CALAIS;NORD;NON;;Musée des Beaux-Arts;Boulevard Watteau;59300;VALENCIENNES;www.valenciennes.fr(culture/musee);24/12,25/12;
NORD-PAS-DE-CALAIS;NORD;NON;;LAM - Lille Métropole Musée d'Art Moderne d'Art Contemporain et d'Art Brut;1, Allée du Musée;59650;VILLENEUVE-D'ASCQ;www.musee-lam.fr;01/01,01/04,25/12;sept-18
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;NON;;Musée des Beaux-Arts;Ancienne Abbaye Saint-Vaast 22, Rue Paul Doumer;62000;ARRAS;www.musenor.org ou www.arras.fr/culture/musee-des-beaux-arts.html;;10-12,14-18
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;NON;;Musée Communautaire Opale-Sud;60, Rue de l'Impératrice;62600;BERCK-SUR-MER;www.opale-sud.com;;10-12:30,13:30-18
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;OUI;;Musée Régional d'Ethnologie;211, avenue Kennedy;62400;BETHUNE;Site de la ville;24/12,25/12,11/11;9-12,14-17
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;OUI;;Muséum d'Histoire Naturelle;115, Boulevard Eurvin;62317;BOULOGNE-SUR-MER;;;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;NON;;Château-Musée de Boulogne-Sur-Mer;Rue de Bernet;62200;BOULOGNE-SUR-MER;www.ville-boulogne-sur-mer.fr/château-musee ou  musenor;01/01,01/04,25/12;sept-18
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;NON;;Musée des Beaux-Arts et de la Dentelle;25, rue Richelieu;62100;CALAIS;www.musee.calais.fr;01/01,01/04,25/12;9-12,14-17
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;NON;;Musée de la Céramique;Rue Jean Macé B.P. 107;62240;DESVRES;www.desvresmuseum.org;;
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;NON;;Musée Quentovic;8, Place du Général de Gaulle;62630;ETAPLES-SUR-MER;www.musee-quentovic.fr/;24/12,25/12;9-12,14-17
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;NON;;Musée d'Histoire et d'Archéologie;50, rue André Deprez;62440;HARNES;Site de la ville : www.ville-harnes.fr/Patrimoine;01/11-01/04;sept-18
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;NON;;Musée Municipal;Avenue du Golf;62520;LE TOUQUET-PARIS-PLAGE;www.letouquet.com ou http://www.letouquet-musee.com/;01/11-01/04;sept-18
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;NON;;Louvre-Lens;Rue Paul Bert B.P. 11;62301;LENS;;;13-18
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;NON;;Musée d'Art et d'Histoire Roger Rodière;Hôtel Saint-Walloy;62170;MONTREUIL-SUR-MER;www.2p2m.org;01/01,01/04,25/12;sept-18
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;NON;;Musée de l'Hôtel Sandelin;14, Rue Carnot;62500;SAINT-OMER;www.musees-ville-saint-omer.com;01/11-01/04;13-18
NORD-PAS-DE-CALAIS;PAS-DE-CALAIS;OUI;;Musée Henri Dupuis;9, Rue Henri Dupuis;62500;SAINT-OMER;m3.dnsalias.com/sandelin - http://www.musenor.com/Les-Musees/Saint-Omer-Musee-Henri-Dupuis;;10-12:30,13:30-18
